Text#,Title,Authors,Subjects,Bookshelves
33393,Avery,"Phelps, Elizabeth Stuart, 1844-1911",Conduct of life -- Fiction; Married people -- Fiction; Invalids -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33394,The Chemistry of Plant Life,"Thatcher, Roscoe Wilfred, 1872-1933",Botanical chemistry,Browsing: Science - Chemistry/Biochemistry/Physics; Browsing: Science - General
33397,"LRL Accelerators, The 184-Inch Synchrocyclotron",Lawrence Radiation Laboratory,Cyclotrons; Particle Accelerators,Physics; Browsing: Science - Physics; Browsing: Science - General
33398,"A Select Collection of Old English Plays, Volume 14","Dodsley, Robert, 1703-1764 [Compiler]; Hazlitt, William Carew, 1834-1913 [Editor]",English drama,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
33399,A Romance in Transit,"Lynde, Francis, 1856-1930",Fiction; Love stories; Railroad stories,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33400,The Book of Susan: A Novel,"Dodd, Lee Wilson, 1879-1933",Guardian and ward -- Fiction; New Haven (Conn.) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33401,The Little Schoolmaster Mark: A Spiritual Romance,"Shorthouse, J. H. (Joseph Henry), 1834-1903",Fiction,Browsing: Literature; Browsing: Fiction
33402,Henry Wadsworth Longfellow,"Higginson, Thomas Wentworth, 1823-1911","Longfellow, Henry Wadsworth, 1807-1882",Browsing: Biographies; Browsing: Literature
33403,Geography and Plays,"Stein, Gertrude, 1874-1946; Anderson, Sherwood, 1876-1941 [Author of introduction, etc.]","American drama -- 20th century; Prose poems; Experimental fiction, American",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33404,"Wit and Mirth: or Pills to Purge Melancholy, Vol. 6 of 6","D'Urfey, Thomas, 1653-1723 [Editor]","Ballads, English; Songs, English",Browsing: Literature; Browsing: Music
33405,"Familiar Talks on Science: World-Building and Life; Earth, Air and Water.","Gray, Elisha, 1835-1901",Science,Browsing: Science - General
33407,Bee and Butterfly: A Tale of Two Cousins,"Madison, Lucy Foster, 1865-1932; Beard, Adelia B. (Adelia Belle), 1857-1920 [Illustrator]",Fathers and daughters -- Fiction; Cousins -- Fiction; Entomologists -- Fiction; Young women -- Conduct of life -- Fiction,Animals-Wild-Insects; Browsing: Culture/Civilization/Society; Browsing: Nature/Gardening/Animals; Browsing: Fiction
33409,The Ranch Girls at Rainbow Lodge,"Vandercook, Margaret, 1876-1958; Bodine, Hugh A. [Illustrator]",Western stories; Young women -- Juvenile fiction; Ranch life -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
33410,A-Birding on a Bronco,"Bailey, Florence Merriam, 1863-1948",Birds; Birds -- California,Browsing: Nature/Gardening/Animals; Browsing: Science - General
33411,A critical history of Greek philosophy,"Stace, W. T. (Walter Terence), 1886-1967","Philosophy, Ancient",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33412,Observations on the Mississippi Kite in Southwestern Kansas,"Fitch, Henry S. (Henry Sheldon), 1909-2009",Mississippi kite; Birds -- Kansas,Animal; Animals-Wild-Birds; Browsing: Nature/Gardening/Animals; Browsing: Science - General
33413,The Story of Books,"Rawlings, Gertrude Burford",Books; Printing -- History,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General
33415,Pandora's Box: A Tragedy in Three Acts,"Wedekind, Frank, 1864-1918; Eliot, Samuel A. (Samuel Atkins), 1893-1984 [Translator]",Tragedies (Drama); German drama -- Translations into English,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
33416,Rambles in Womanland,"O'Rell, Max, 1848-1903",Women,Browsing: Culture/Civilization/Society; Browsing: Sociology
33417,Later Poems,"Carman, Bliss, 1861-1929",Poetry,Browsing: Literature; Browsing: Poetry
33419,"""Evacuation Day"", 1783, Its Many Stirring Events
With Recollections of Capt. John Van Arsdale, of the Veteran Corps of Artillery, by Whose Efforts on That Day the Enemy Were Circumvented, and the American Flag Successfully Raised on the Battery","Riker, James, 1822-1889","Van Arsdale, John, 1756-1836; Evacuation Day, New York, N.Y., 1783",Browsing: History - American
33420,The Expositor's Bible: The Book of Exodus,"Chadwick, G. A. (George Alexander), 1840-1923; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",Bible. Exodus -- Commentaries,Browsing: Religion/Spirituality/Paranormal
33421,The Speech of Monkeys,"Garner, R. L. (Richard Lynch), 1848-1920",Monkeys; Speech; Sound production by animals,Browsing: Nature/Gardening/Animals; Browsing: Science - General
33423,A Man in the Open,"Pocock, Roger, 1865-1941; Bracker, M. Leone, 1885-1937 [Illustrator]",Fiction,Browsing: Literature; Browsing: Fiction
33424,Instruction book on ring spinning,"Lincoln, Francis L.",Spinning,Browsing: Computers & Technology; Browsing: Engineering & Construction
33425,The Crimson Sweater,"Barbour, Ralph Henry, 1870-1944; Relyea, C. M. (Charles M.), 1863-1932 [Illustrator]",Football -- Juvenile fiction; Boys -- Juvenile fiction; Boarding schools -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33426,"Reminiscences of the Great Mutiny 1857-59
Including the relief, siege, and capture of Lucknow, and the campaigns in Rohilcund and Oude","Forbes-Mitchell, William","India -- History -- Sepoy Rebellion, 1857-1858 -- Personal narratives, English; Lucknow (India) -- History -- Siege, 1857 -- Personal narratives",Browsing: History - British; Browsing: History - General; Browsing: History - Warfare
33427,"Encyclopaedia Britannica, 11th Edition, ""Chariot"" to ""Chatelaine""
Volume 5, Slice 8",Various,Encyclopedias and dictionaries,Browsing: Encyclopedias/Dictionaries/Reference
33428,"Stevensoniana
Being a Reprint of Various Literary and Pictorial Miscellany Associated with Robert Louis Stevenson, the Man and His Work",Various,"Authors, Scottish -- 19th century -- Biography; Stevenson, Robert Louis, 1850-1894 -- Miscellanea",Browsing: Biographies; Browsing: Literature
33429,The Philosophy of the Weather. And a Guide to Its Changes,"Butler, T. B. (Thomas Belden), 1806-1873",Weather forecasting; Weather,Browsing: Environmental Issues; Browsing: Science - General
33430,Mosada: A dramatic poem,"Yeats, W. B. (William Butler), 1865-1939; Yeats, Jack B. (Jack Butler), 1871-1957 [Illustrator]",Drama,Browsing: Literature; Browsing: Poetry
33431,"The Dangerous Classes of New York, and Twenty Years' Work Among Them","Brace, Charles Loring, 1826-1890",New York (N.Y.) -- Social conditions; Poor -- New York (State) -- New York; Child welfare -- New York (State) -- New York,Browsing: Culture/Civilization/Society; Browsing: Sociology
33432,"Mr. Munchausen 
Being a True Account of Some of the Recent Adventures beyond the Styx of the Late Hieronymus Carl Friedrich, Sometime Baron Munchausen of Bodenwerder","Bangs, John Kendrick, 1862-1922; Newell, Peter, 1862-1924 [Illustrator]","Humorous stories, American; Travelers -- Fiction; Fantasy fiction, American; Adventure stories, American; Truthfulness and falsehood -- Fiction",Humor; Browsing: Humour; Browsing: Literature; Browsing: Fiction
33433,"Sketches of Aboriginal Life
American Tableaux, No. 1","Vide, V. V.","Historical fiction; Indians of North America -- Fiction; Mexico -- History -- Conquest, 1519-1540 -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
33434,"The Squirrels and other animals
Or, Illustrations of the habits and instincts of many of the smaller British quadrupeds","Waring, George, 1806-1878",Animal behavior -- Juvenile literature; Squirrels -- Juvenile literature,Animal; Animals-Wild-Mammals; Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals
33435,"The Dramatic Works of G. E. Lessing
Miss Sara Sampson, Philotas, Emilia Galotti, Nathan the Wise","Lessing, Gotthold Ephraim, 1729-1781; Zimmern, Helen, 1846-1934 [Contributor]; Bell, Ernest, 1851-1933 [Translator]",German drama -- Translations into English,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
33436,"The Irish Ecclesiastical Record, Volume 1, December 1864",,Catholic Church -- Periodicals; Catholic Church -- Ireland -- Periodicals,The Irish Ecclesiastical Record; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
33437,"Cyclopedia of Telephony and Telegraphy, Vol. 2
A General Reference Work on Telephony, etc. etc.",American School of Correspondence,Telephone; Telegraph,Technology; Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference
33438,Sea-Hounds,"Freeman, Lewis R. (Lewis Ransome), 1878-1960","World War, 1914-1918 -- Naval operations",World War I; Browsing: History - General; Browsing: History - Warfare
33439,A Reading Book in Irish History,"Joyce, P. W. (Patrick Weston), 1827-1914",Ireland -- History,Browsing: History - European; Browsing: History - General
33441,The Man of Taste,"Bramston, James, 1694?-1744; Lock, F. P. [Commentator]","Pope, Alexander, 1688-1744 -- Poetry; Verse satire, English; Aesthetics, British -- 18th century -- Poetry",Browsing: Literature; Browsing: Poetry
33443,"Cruise of the Revenue-Steamer Corwin in Alaska and the N.W. Arctic Ocean in 1881: Botanical Notes
Notes and Memoranda: Medical and Anthropological; Botanical; Ornithological.","Muir, John, 1838-1914",Plants -- Alaska,Browsing: Science - General; Browsing: Travel & Geography
33444,Sulamith: A Romance of Antiquity,"Kuprin, A. I. (Aleksandr Ivanovich), 1870-1938; Guerney, Bernard Guilbert, 1894-1979 [Translator]","Russian fiction -- Translations into English; Solomon, King of Israel -- Fiction",Browsing: Literature; Browsing: Fiction
33445,Naval Warfare,"Thursfield, James R. (James Richard), 1840-1923",Naval history; Naval art and science,Browsing: History - Warfare; Browsing: Science - General
33446,Lace Curtain Cleaning: A Successful Home Business,"Leigh, Sarah Ann, 1869-",Laundry,Browsing: Business/Management; Browsing: Computers & Technology
33447,The Pencil of Nature,"Talbot, William Henry Fox, 1800-1877",Photography -- Early works to 1850,Photography; Browsing: Art & Photography; Browsing: Computers & Technology
33448,Saint Bonaventure: The Seraphic Doctor Minister-General of the Franciscan Order,"Costelloe, Laurence, 1870-1909","Bonaventure, Saint, Cardinal, approximately 1217-1274",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33449,Conduct of Sir William Howe,"Mauduit, Israel, 1708-1787","Howe, William Howe, Viscount, 1729-1814; White Plains, Battle of, White Plains, N.Y., 1776",Browsing: History - American; Browsing: History - Warfare
33450,"Journal of a Trip to California
Across the Continent from Weston, Mo., to Weber Creek, Cal., in the Summer of 1850","Smith, Charles W.; Vail, R. W. G. (Robert William Glenroie), 1890-1966 [Editor]","Overland journeys to the Pacific; Smith, Charles W.",Browsing: History - American; Browsing: Travel & Geography
33451,"The Atlantic Monthly, Volume 20, No. 119, September, 1867
A Magazine of Literature, Science, Art, and Politics",Various,American periodicals,The Atlantic Monthly; Browsing: Art & Photography; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Politics; Browsing: Science - General
33452,"Harper's New Monthly Magazine, No. V, October, 1850, Volume I.",,Culture -- Periodicals; Civilization -- Periodicals; American literature -- Periodicals,Harper's New Monthly Magazine; Browsing: Culture/Civilization/Society; Browsing: Literature
33453,A Traitor's Wooing,"Hill, Headon, 1857-1927",English fiction,Browsing: Literature; Browsing: Fiction
33455,To Cuba and Back,"Dana, Richard Henry, 1815-1882","Seafaring life; Voyages and travels; Cuba -- Description and travel; Dana, Richard Henry, 1815-1882 -- Travel",Browsing: History - American; Browsing: Travel & Geography
33456,"An Address to a Wealthy Libertine
or, the Melancholy Effects of Seduction; with a Letter from an Unfortunate Farmer's Daughter, to her Parents in Norfolk","Parkerson, James",English poetry,Browsing: Literature; Browsing: Poetry
33457,"An Elogy to the Memory of the late Wm. Palgrave, Esq., with Other Pieces","Parkerson, James","Palgrave, William, 1745-1822 -- Poetry",Browsing: Literature; Browsing: Poetry
33458,The Captain of the Gray-Horse Troop,"Garland, Hamlin, 1860-1940",Western stories; Colorado -- Fiction,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
33459,"Punch, or the London Charivari. Volume 93. August 27, 1887",Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Journalism/Media/Writing
33460,Booknology: The eBook (1971-2010),"Lebert, Marie",Electronic books,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Teaching & Education
33464,Roses and Rose Growing,"Kingsley, Rose Georgina, 1846?-1925; Page-Roberts, F. [Contributor]",Roses,Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming
33465,Little Miss Joy,"Marshall, Emma, 1830-1899",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Honesty -- Juvenile fiction; Sailing -- Juvenile fiction; Adventure and adventurers -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Ship captains -- Juvenile fiction; Uncles -- Juvenile fiction; Aunts -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33466,The Social Gangster,"Reeve, Arthur B. (Arthur Benjamin), 1880-1936; Foster, Will, 1882-1953 [Illustrator]","New York (N.Y.) -- Fiction; Detective and mystery stories; Chemistry teachers -- Fiction; Kennedy, Craig (Fictitious character) -- Fiction",Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
33467,"Narrative of a Second Expedition to the Shores of the Polar Sea, in the Years 1825, 1826, and 1827","Franklin, John, 1786-1847; Richardson, John, Sir, 1787-1865","Arctic regions -- Discovery and exploration -- British; Scientific expeditions -- Arctic regions; Natural history -- Arctic regions; Northwest, Canadian -- Discovery and exploration -- British",Browsing: History - General; Browsing: Science - Earth/Agricultural/Farming; Browsing: Travel & Geography
33468,"Roland Cashel, Volume I (of II)","Lever, Charles James, 1806-1872; Browne, Hablot Knight, 1815-1882 [Illustrator]",Fiction,Browsing: Literature; Browsing: Fiction
33469,"Roland Cashel, Volume II (of II)","Lever, Charles James, 1806-1872; Browne, Hablot Knight, 1815-1882 [Illustrator]",Fiction,Browsing: Literature; Browsing: Fiction
33470,"The Forge in the Forest
Being the Narrative of the Acadian Ranger, Jean de Mer, Seigneur de Briart; and How He Crossed the Black Abbé; and of His Adventures in a Strange Fellowship","Roberts, Charles G. D., Sir, 1860-1943",Historical fiction; Canada -- History -- To 1763 (New France) -- Fiction; Acadians -- Fiction,Browsing: History - General; Browsing: Literature; Browsing: Fiction
