Text#,Title,Language,Authors,Subjects,Bookshelves
59769,Bealby; A Holiday,en,"Wells, H. G. (Herbert George), 1866-1946",Boys -- Fiction; Household employees -- Fiction; Country homes -- England -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
59770,The Plays of Roswitha,en,"Hrotsvitha, 935?-975?; Gasquet, Francis Aidan, 1846-1929 [Author of introduction, etc.]; St. John, Christopher (Christopher Marie), -1960 [Translator]","Hrotsvitha, approximately 935-approximately 975 -- Translations into English; Christian drama, Latin (Medieval and modern) -- Translations into English",Browsing: History - Medieval/The Middle Ages; Browsing: Literature
59771,The Black Police: A Story of Modern Australia,en,"Vogan, A. J. (Arthur James), 1859-1948",Mystery and detective stories; Police -- Australia -- Fiction,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
59772,Convict B 14: A Novel,en,"Weekes, R. K. (Rose Kirkpatrick), 1874-1956",Love stories; Prisoners -- Fiction; Mystery fiction,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
59773,Verstand schafft Leiden: Schauspiel in vier Akten,de,"Griboyedov, Aleksandr Sergeyevich, 1795-1829; Schultz, Georg Julius, 1808-1875 [Translator]",Russian drama -- Translations into German,Browsing: Literature; Browsing: Russian Interest
59774,30 Strange Stories,en,"Wells, H. G. (Herbert George), 1866-1946","Science fiction, English; Fantasy fiction, English; Short stories, English",Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
59775,Alf's Button,en,"Darlington, W. A. (William Aubrey), 1890-1979","Fantasy fiction; Humorous stories; World War, 1914-1918 -- Fiction; Soldiers -- Fiction; Jinn -- Fiction",Browsing: History - Warfare; Browsing: Humour; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
59776,Moorish Remains in Spain,en,"Calvert, Albert Frederick, 1872-1946",Islamic art -- Spain; Art -- Spain; Architecture -- Spain -- Córdoba; Architecture -- Spain -- Seville; Architecture -- Spain -- Toledo; Islamic decoration and ornament -- Spain; Islamic mural painting and decoration -- Spain,Browsing: Architecture; Browsing: Art & Photography; Browsing: Culture/Civilization/Society
59777,Icebound: A Play,en,"Davis, Owen, 1874-1956",American drama -- 20th century; Inheritance and succession -- Drama; Farm life -- Drama; Maine -- Drama,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
59778,The Trysting Place: A Farce in One Act,en,"Tarkington, Booth, 1869-1946",American drama -- 20th century; Man-woman relationships -- Drama; Farces; Hotels -- Drama,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
59779,"The Campaigns and History of the Royal Irish Regiment, [v. 1,] from 1684 to 1902",en,"Gretton, G. le M. (George Le Mesurier), -1934",Great Britain. Army. Royal Irish Regiment,Browsing: History - Royalty; Browsing: History - Warfare
59780,"Love,—and the Philosopher: A Study in Sentiment",en,"Corelli, Marie, 1855-1924",English fiction -- 20th century,Browsing: Literature; Browsing: Fiction
59781,"Ariel: ou, La vie de Shelley",fr,"Maurois, André, 1885-1967","Shelley, Percy Bysshe, 1792-1822; Poets, English -- 19th century -- Biography","FR Biographie, Mémoires, Journal intime, Correspondance; FR Littérature; Browsing: Biographies; Browsing: Literature"
59782,London in the Time of the Stuarts,en,"Besant, Walter, 1836-1901",London (England) -- History -- 17th century; London (England) -- Social life and customs -- 17th century,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: History - General
59783,Tutankhamen and the Discovery of His Tomb by the Late Earl of Carnarvon and Mr. Howard Carter,en,"Smith, Grafton Elliot, 1871-1937","Tutankhamen, King of Egypt; Funeral rites and ceremonies -- Egypt; Tombs -- Egypt",Browsing: Culture/Civilization/Society; Browsing: History - Ancient; Browsing: History - General
59784,Index of the Project Gutenberg Works of Marcus Aurelius Antoninus,en,"Marcus Aurelius, Emperor of Rome, 121-180; Widger, David, 1932-2021? [Editor]",Indexes,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
59785,Index of the Project Gutenberg Works of James Joyce,en,"Joyce, James, 1882-1941; Widger, David, 1932-2021? [Editor]",Indexes,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
59786,Index of the Project Gutenberg Works of Cornelius Tacitus,en,"Tacitus, Cornelius, 56-117; Widger, David, 1932-2021? [Editor]",Indexes,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
59787,"Cactus Forest Drive, Saguaro National Monument",en,Anonymous,Saguaro National Park (Ariz.) -- Guidebooks,Browsing: History - American; Browsing: Travel & Geography
59788,The Poetical Works of Thomas Campbell,en,"Campbell, Thomas, 1777-1844",English poetry -- Scottish authors,Browsing: Literature; Browsing: Poetry
59789,"Crania Ægyptiaca
Or, Observations on Egyptian Ethnography Derived from Anatomy, History and the Monuments",en,"Morton, Samuel George, 1799-1851",Craniology -- Egypt; Ethnology -- Egypt,Browsing: History - General
59790,The Lake Mystery,en,"Dana, Marvin, 1867-1926; St. John, J. Allen (James Allen), 1872-1957 [Illustrator]",Detective and mystery stories; American fiction -- 20th century,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
59791,"The Writing of News
A Handbook with Chapters on Newspaper Correspondence and Copy Reading",en,"Ross, Charles G. (Charles Griffith), 1885-1950",Journalism,Browsing: Journalism/Media/Writing; Browsing: Language & Communication; Browsing: Literature
59792,Hume's Political Discourses,en,"Hume, David, 1711-1776; Robertson, William Bell [Editor]",Political science; Economics,Browsing: Culture/Civilization/Society; Browsing: Economics; Browsing: Politics
59793,Collections of the Minnesota Historical Society for the Year 1867,en,"Mayo, Charles Edwin, 1827-1899; Rice, Henry M. (Henry Mower), 1816-1894; Hill, A. J. (Alfred James), 1833-1895; Pond, Gideon H. (Gideon Hollister), 1810-1878",Minnesota -- History,Browsing: History - American; Browsing: History - General
59794,"The World Crisis, Volume 1 (of 6)",en,"Churchill, Winston, 1874-1965","World War, 1914-1918; World War, 1914-1918 -- Great Britain",Browsing: History - British; Browsing: History - General; Browsing: History - Warfare
59795,A Finnish Grammar,en,"Eliot, Charles, 1862-1931",Finnish language -- Grammar,Browsing: Language & Communication; Browsing: Teaching & Education
59796,Sandelsin urhea joukko: Kertomus Suomen sodasta vv. 1808-1809,fi,"Åberg, J. O. (Johan Olof), 1843-1898","Swedish fiction -- Translations into Finnish; Russo-Swedish War, 1808-1809 -- Fiction",Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction
59797,El Protestantismo comparado con el Catolicismo en sus relaciones con la Civilización Europea (Vols 1-2),es,"Balmes, Jaime Luciano, 1810-1848",Protestantism; Catholic Church -- Apologetic works; Catholic Church -- Doctrines -- Catholic authors; Europe -- Civilization; Christian civilization,Browsing: Culture/Civilization/Society; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
59798,The Plague of the Heart,en,"Prevost, Francis, 1862-1949",Man-woman relationships -- Fiction; Love -- Fiction,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
59799,Art,en,"Rodin, Auguste, 1840-1917; Gsell, Paul, 1870-1947 [Editor]; Fedden, Katharine Waldo Douglas, 1870-1939 [Translator]",Art; Artists; Sculpture; Artists -- France -- Interviews,Browsing: Art & Photography; Browsing: Biographies; Browsing: Culture/Civilization/Society
59800,Picture-Show,en,"Sassoon, Siegfried, 1886-1967","World War, 1914-1918 -- Poetry; War poetry, English; English poetry -- 20th century",Browsing: History - Warfare; Browsing: Literature; Browsing: Poetry
59801,"Cartoons by Sir John Tenniel, Selected from the Pages of ""Punch""",en,"Tenniel, John, 1820-1914",Caricatures and cartoons,Browsing: Art & Photography; Browsing: Culture/Civilization/Society
59802,Census Statistics of the Negro: A Paper,en,"Willcox, Walter F. (Walter Francis), 1861-1964","African Americans -- Census; African Americans -- Statistics, Vital",Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - American; Browsing: Sociology
59803,Aus dem Reiche des Buddha: Sieben Erzählungen,de,"Dahlke, Paul, 1865-1928; Steigüber, Bruno [Illustrator]","Short stories, German; Buddhism -- Fiction; German fiction -- 20th century",Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
59804,"The Making of a Modern Army and its Operations in the Field
A study based on the experience of three years on the French front (1914-1917)",en,"Radiguet, René-Louis-Jules, 1852-1937; Du Bellet, Henry P. [Translator]","Military art and science; World War, 1914-1918; Armies",Browsing: History - Warfare
59805,"Short Stories: A Magazine of Fact and Fiction. Vol. V, No. 2, Mar. 1891",en,Various,Short stories -- Periodicals,Browsing: Literature; Browsing: Fiction
59806,The Dragon in Shallow Waters,en,"Sackville-West, V. (Victoria), 1892-1962",City and town life -- Fiction; England -- Fiction; Murder -- Fiction; Brothers -- Fiction; Blind -- Fiction; Factories -- Fiction; Deaf -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
59807,"With Carson and Frémont
Being the Adventures, in the Years 1842-'43-'44, on Trail Over Mountains and Through Deserts From the East of the Rockies to the West of the Sierras, of Scout Christopher Carson and Lieutenant John Charles Frémont, Leading Their Brave Company Including the Boy Oliver",en,"Sabin, Edwin L. (Edwin Legrand), 1870-1952; Stephens, Charles H., 1851-1931 [Illustrator]","Western stories; Discoveries in geography -- Fiction; Explorers -- Fiction; Carson, Kit, 1809-1868 -- Fiction; Frémont, John Charles, 1813-1890 -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography; Browsing: Fiction
59808,"Harper's Round Table, November 3, 1896",en,Various,Children's periodicals,Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference
59809,"The Case for Spirit Photography
With corroborative evidence by experienced researchers and photographers",en,"Doyle, Arthur Conan, 1859-1930; Barlow, Fred, 1888- [Editor]",Spiritualism; Spirit photography,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
59810,"Shenandoah National Park, Virginia",en,United States. National Park Service,Shenandoah National Park (Va.) -- Guidebooks,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - American; Browsing: Travel & Geography
59811,"Rainbow Bridge National Monument, Utah (1951)",en,United States. National Park Service,Rainbow Bridge National Monument (Utah),Browsing: History - American; Browsing: Travel & Geography
59812,Nursie's Little Rhyme Book,en,"Willebeek le Mair, H. (Henriëtte), 1889-1966 [Illustrator]",Nursery rhymes,Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Literature
59813,The Footpath Way: An Anthology for Walkers,en,"Smith, Sydney, 1771-1845 [Contributor]; Belloc, Hilaire, 1870-1953 [Author of introduction, etc.]; Borrow, George, 1803-1881 [Contributor]; Brown, John, 1810-1882 [Contributor]; Burroughs, John, 1837-1921 [Contributor]; De Quincey, Thomas, 1785-1859 [Contributor]; Dickens, Charles, 1812-1870 [Contributor]; Hazlitt, William, 1778-1830 [Contributor]; Scott, Walter, 1771-1832 [Contributor]; Stephen, Leslie, 1832-1904 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]; Thoreau, Henry David, 1817-1862 [Contributor]; Walton, Izaak, 1593-1683 [Contributor]; Whitman, Walt, 1819-1892 [Contributor]; Wordsworth, William, 1770-1850 [Contributor]",Walking,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography
59814,Brainchild,en,"Slesar, Henry, 1927-2002; Orban, Paul, 1896-1974 [Illustrator]",Science fiction; Boys -- Fiction; Identity -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
59815,French and German Socialism in Modern Times,en,"Ely, Richard T. (Richard Theodore), 1854-1943",Socialism -- France; Socialism -- Germany,Browsing: Culture/Civilization/Society; Browsing: Politics; Browsing: Sociology
59816,Tom Slade with the Flying Corps: A Campfire Tale,en,"Fitzhugh, Percy Keese, 1876-1950; Owen, Robert Emmett, 1878-1957 [Illustrator]","World War, 1914-1918 -- Aerial operations, American -- Juvenile fiction",Browsing: History - Warfare; Browsing: Fiction
59817,"Blue Ridge Parkway, Virginia and North Carolina (1949)",en,United States. National Park Service,Blue Ridge Parkway (N.C. and Va.); Blue Ridge Parkway (N.C. and Va.) -- Maps,Browsing: History - American; Browsing: Travel & Geography
59818,The Markenmore Mystery,en,"Fletcher, J. S. (Joseph Smith), 1863-1935",Detective and mystery stories; Murder -- Investigation -- Fiction,Browsing: Crime/Mystery; Browsing: Fiction
59819,Merrimeg,en,"Bowen, William, 1877-1937; Brock, Emma L. (Emma Lillian), 1886-1974 [Illustrator]",Fantasy fiction; Girls -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
59820,History of the Conquest of Mexico; vol. 2/4,en,"Prescott, William Hickling, 1796-1859","Cortés, Hernán, 1485-1547; Mexico -- History -- Conquest, 1519-1540",Browsing: History - American; Browsing: History - General
59821,Handbook of the new Library of Congress,en,"Small, Herbert [Compiler]; Caffin, Charles H. (Charles Henry), 1854-1918 [Contributor]; Spofford, Ainsworth Rand, 1825-1908 [Contributor]","Library of Congress -- Handbooks, manuals, etc.",Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Teaching & Education
59822,Epidemics Resulting from Wars,en,"Prinzing, Friedrich, 1859-1938; Westergaard, Harald, 1853-1936 [Editor]","Military hygiene; Medicine, Military -- History; Epidemics -- History; Armies -- Medical and sanitary affairs",Browsing: Health & Medicine; Browsing: History - Warfare
59823,The White Flag,en,"Stratton-Porter, Gene, 1863-1924; Ralph, Lester [Illustrator]",Didactic fiction,Browsing: Literature; Browsing: Fiction
59824,Selected Poems,en,"Frost, Robert, 1874-1963",American poetry -- 20th century,Browsing: Literature; Browsing: Poetry
59825,A Case of Sunburn,en,"Fontenay, Charles L., 1917-2007; Emshwiller, Ed, 1925-1990 [Illustrator]",Science fiction; Short stories; War stories; Mars (Planet) -- Fiction; Spies -- Fiction,Browsing: Science-Fiction & Fantasy; Browsing: Fiction
59826,"The Unadjusted Girl, With Cases and Standpoint for Behavior Analysis",en,"Thomas, William Isaac, 1863-1947; Dummer, Ethel S., 1866-1954 [Author of introduction, etc.]",Young women; Female juvenile delinquents -- Case studies,Browsing: Psychiatry/Psychology; Browsing: Sociology; Browsing: Teaching & Education
59827,"My Life and Loves, Vol. 1 (of 4)",en,"Harris, Frank, 1856-1931","Authors, English -- 19th century -- Biography; Authors, English -- 20th century -- Biography; Harris, Frank, 1856-1931; Male authors, English -- Sexual behavior; Men -- Sexual behavior -- Great Britain",Browsing: Biographies; Browsing: Gender & Sexuality Studies; Browsing: Literature
59828,"The String of Pearls; Or, The Barber of Fleet Street. A Domestic Romance.",en,"Rymer, James Malcolm, 1814?-1884; Prest, Thomas Peckett, 1810-1859","Historical fiction; Horror tales; Revenge -- Fiction; Young women -- Fiction; Missing persons -- Fiction; Suspense fiction; Murder -- Fiction; Mystery fiction; Todd, Sweeney (Legendary character) -- Fiction; Barbers -- Fiction; Bakers -- Fiction; Cannibalism -- Fiction; Fleet Street (London, England) -- Fiction; London (England) -- Social life and customs -- 18th century -- Fiction",Browsing: Crime/Mystery; Browsing: History - General; Browsing: Fiction
59829,The Queer Folk of Fife: Tales from the Kingdom,en,"Pryde, David, 1834-1907",Short stories; Scotland -- Social life and customs -- Fiction; Fife (Scotland) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
59830,History of the Conquest of Mexico; vol. 3/4,en,"Prescott, William Hickling, 1796-1859","Cortés, Hernán, 1485-1547; Mexico -- History -- Conquest, 1519-1540",Browsing: History - American; Browsing: History - General
59831,The Lay of the Nibelung Men,en,"Way, Arthur S. (Arthur Sanders), 1847-1930 [Translator]","Epic poetry, German -- Translations into English; Nibelungen -- Poetry",Browsing: Literature; Browsing: Poetry
59832,History of the Conquest of Mexico; vol. 4/4,en,"Prescott, William Hickling, 1796-1859","Cortés, Hernán, 1485-1547; Mexico -- History -- Conquest, 1519-1540",Browsing: History - American; Browsing: History - General
59833,Shenstonen rouva,fi,"Barclay, Florence L. (Florence Louisa), 1862-1921; Jaakkola, Väinö, 1888-1942 [Translator]; Joutsen, O. A. (Otto Aleksanteri), 1878-1936 [Translator]",English fiction -- Translations into Finnish,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
59834,My Young Master: A Novel,en,"Read, Opie Percival, 1852-1939",Slavery -- United States -- Fiction; Kentucky -- History -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
59835,Punainen lentohävittäjä,fi,"Richthofen, Manfred, Freiherr von, 1892-1918","Richthofen, Manfred, Freiherr von, 1892-1918; World War, 1914-1918 -- Personal narratives, German; Fighter pilots -- Germany -- Biography; World War, 1914-1918 -- Aerial operations",Browsing: Biographies; Browsing: History - European; Browsing: History - Warfare
59836,The Geologic Story of Glacier National Park,en,"Dyson, James L. (James Lindsay), 1912-1967",Glacier National Park (Mont.); Geology -- Montana -- Glacier National Park,Browsing: History - American; Browsing: Science - Earth/Agricultural/Farming; Browsing: Travel & Geography
59837,"The Book Review Digest, Volume 02, 1906
[Annual Cumulation] Book Reviews of 1906 in One Alphabet",en,"Various; Fanning, C. E. (Clara Elizabeth), 1878-1938 [Editor]; Wilson, Justina Leavitt, -1955 [Editor]",Books -- Reviews -- Periodicals,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Journalism/Media/Writing; Browsing: Teaching & Education
59838,Grundfragen der Soziologie,de,"Simmel, Georg, 1858-1918",Sociology,Browsing: Culture/Civilization/Society; Browsing: Sociology
